RXDDRGID,RXDDRUG,RXDINGFL,RXDDCI1A,RXDDCI1B,RXDDCI1C,RXDDCI2A,RXDDCI2B,RXDDCI2C,RXDDCI3A,RXDDCI3B,RXDDCI3C,RXDDCI4A,RXDDCI4B,RXDDCI4C,RXDICI1A,RXDICI1B,RXDICI1C,RXDICI2A,RXDICI2B,RXDICI2C,RXDICI3A,RXDICI3B,RXDICI3C,RXDICI4A,RXDICI4B,RXDICI4C,RXDICI5A,RXDICI5B,RXDICI5C,RXDICI6A,RXDICI6B,RXDICI6C,RXDDCN1A,RXDDCN1B,RXDDCN1C,RXDDCN2A,RXDDCN2B,RXDDCN2C,RXDDCN3A,RXDDCN3B,RXDDCN3C,RXDDCN4A,RXDDCN4B,RXDDCN4C,RXDICN1A,RXDICN1B,RXDICN1C,RXDICN2A,RXDICN2B,RXDICN2C,RXDICN3A,RXDICN3B,RXDICN3C,RXDICN4A,RXDICN4B,RXDICN4C,RXDICN5A,RXDICN5B,RXDICN5C,RXDICN6A,RXDICN6B,RXDICN6C
c00169,MISCELLANEOUS OPHTHALMIC AGENTS - UNSPECIFIED,0,133,147,169,,,,,,,,,,133,147,169,,,,,,,,,,,,,,,,TOPICAL AGENTS,OPHTHALMIC PREPARATIONS,MISCELLANEOUS OPHTHALMIC AGENTS,,,,,,,,,,TOPICAL AGENTS,OPHTHALMIC PREPARATIONS,MISCELLANEOUS OPHTHALMIC AGENTS,,,,,,,,,,,,,,,
c00173,HMG-COA REDUCTASE INHIBITORS - UNSPECIFIED,0,358,19,173,,,,,,,,,,358,19,173,,,,,,,,,,,,,,,,METABOLIC AGENTS,ANTIHYPERLIPIDEMIC AGENTS,HMG-COA REDUCTASE INHIBITORS (STATINS),,,,,,,,,,METABOLIC AGENTS,ANTIHYPERLIPIDEMIC AGENTS,HMG-COA REDUCTASE INHIBITORS (STATINS),,,,,,,,,,,,,,,
c00183,ESTROGENS - UNSPECIFIED,0,97,101,183,,,,,,,,,,97,101,183,,,,,,,,,,,,,,,,HORMONES/HORMONE MODIFIERS,SEX HORMONES,ESTROGENS,,,,,,,,,,HORMONES/HORMONE MODIFIERS,SEX HORMONES,ESTROGENS,,,,,,,,,,,,,,,
c00186,SEX HORMONES COMBINATION - UNSPECIFIED,0,97,101,186,,,,,,,,,,97,101,186,,,,,,,,,,,,,,,,HORMONES/HORMONE MODIFIERS,SEX HORMONES,SEX HORMONE COMBINATIONS,,,,,,,,,,HORMONES/HORMONE MODIFIERS,SEX HORMONES,SEX HORMONE COMBINATIONS,,,,,,,,,,,,,,,
c00193,ANTIMIGRAINE AGENTS - UNSPECIFIED,0,57,58,193,,,,,,,,,,57,58,193,,,,,,,,,,,,,,,,CENTRAL NERVOUS SYSTEM AGENTS,ANALGESICS,ANTIMIGRAINE AGENTS,,,,,,,,,,CENTRAL NERVOUS SYSTEM AGENTS,ANALGESICS,ANTIMIGRAINE AGENTS,,,,,,,,,,,,,,,
c00194,ANTIGOUT AGENTS - UNSPECIFIED,0,358,194,,,,,,,,,,,358,194,,,,,,,,,,,,,,,,,METABOLIC AGENTS,ANTIGOUT AGENTS,,,,,,,,,,,METABOLIC AGENTS,ANTIGOUT AGENTS,,,,,,,,,,,,,,,,
c00242,PSYCHOTHERAPEUTIC AGENTS - UNSPECIFIED,0,242,,,,,,,,,,,,242,,,,,,,,,,,,,,,,,,PSYCHOTHERAPEUTIC AGENTS,,,,,,,,,,,,PSYCHOTHERAPEUTIC AGENTS,,,,,,,,,,,,,,,,,
c00249,ANTIDEPRESSANTS - UNSPECIFIED,0,242,249,,,,,,,,,,,242,249,,,,,,,,,,,,,,,,,PSYCHOTHERAPEUTIC AGENTS,ANTIDEPRESSANTS,,,,,,,,,,,PSYCHOTHERAPEUTIC AGENTS,ANTIDEPRESSANTS,,,,,,,,,,,,,,,,
c00250,MONOAMINE OXIDASE INHIBITORS - UNSPECIFIED,0,242,249,250,,,,,,,,,,242,249,250,,,,,,,,,,,,,,,,PSYCHOTHERAPEUTIC AGENTS,ANTIDEPRESSANTS,MONOAMINE OXIDASE INHIBITORS,,,,,,,,,,PSYCHOTHERAPEUTIC AGENTS,ANTIDEPRESSANTS,MONOAMINE OXIDASE INHIBITORS,,,,,,,,,,,,,,,
c00251,ANTIPSYCHOTICS - UNSPECIFIED,0,242,251,,,,,,,,,,,242,251,,,,,,,,,,,,,,,,,PSYCHOTHERAPEUTIC AGENTS,ANTIPSYCHOTICS,,,,,,,,,,,PSYCHOTHERAPEUTIC AGENTS,ANTIPSYCHOTICS,,,,,,,,,,,,,,,,
c00253,ANOREXIANTS - UNSPECIFIED,0,57,253,,,,,,,,,,,57,253,,,,,,,,,,,,,,,,,CENTRAL NERVOUS SYSTEM AGENTS,ANOREXIANTS,,,,,,,,,,,CENTRAL NERVOUS SYSTEM AGENTS,ANOREXIANTS,,,,,,,,,,,,,,,,
c00254,IMMUNOLOGIC AGENTS - UNSPECIFIED,0,254,,,,,,,,,,,,254,,,,,,,,,,,,,,,,,,IMMUNOLOGIC AGENTS,,,,,,,,,,,,IMMUNOLOGIC AGENTS,,,,,,,,,,,,,,,,,
c00264,URINARY ANTISPASMODICS - UNSPECIFIED,0,113,264,,,,,,,,,,,113,264,,,,,,,,,,,,,,,,,GENITOURINARY TRACT AGENTS,URINARY ANTISPASMODICS,,,,,,,,,,,GENITOURINARY TRACT AGENTS,URINARY ANTISPASMODICS,,,,,,,,,,,,,,,,
c00267,OPHTHALMIC ANTIHISTAMINES AND DECONGESTANTS - UNSPECIFIED,0,133,147,267,,,,,,,,,,133,147,267,,,,,,,,,,,,,,,,TOPICAL AGENTS,OPHTHALMIC PREPARATIONS,OPHTHALMIC ANTIHISTAMINES AND DECONGESTANTS,,,,,,,,,,TOPICAL AGENTS,OPHTHALMIC PREPARATIONS,OPHTHALMIC ANTIHISTAMINES AND DECONGESTANTS,,,,,,,,,,,,,,,
d00001,ACYCLOVIR,1,1,7,229,,,,,,,,,,1,7,229,,,,,,,,,,,,,,,,ANTI-INFECTIVES,ANTIVIRAL AGENTS,PURINE NUCLEOSIDES,,,,,,,,,,ANTI-INFECTIVES,ANTIVIRAL AGENTS,PURINE NUCLEOSIDES,,,,,,,,,,,,,,,
d00002,AMIODARONE,1,40,46,387,,,,,,,,,,40,46,387,,,,,,,,,,,,,,,,CARDIOVASCULAR AGENTS,ANTIARRHYTHMIC AGENTS,GROUP III ANTIARRHYTHMICS,,,,,,,,,,CARDIOVASCULAR AGENTS,ANTIARRHYTHMIC AGENTS,GROUP III ANTIARRHYTHMICS,,,,,,,,,,,,,,,
d00003,AMPICILLIN,1,1,13,224,,,,,,,,,,1,13,224,,,,,,,,,,,,,,,,ANTI-INFECTIVES,PENICILLINS,AMINOPENICILLINS,,,,,,,,,,ANTI-INFECTIVES,PENICILLINS,AMINOPENICILLINS,,,,,,,,,,,,,,,
d00004,ATENOLOL,1,40,47,274,,,,,,,,,,40,47,274,,,,,,,,,,,,,,,,CARDIOVASCULAR AGENTS,BETA-ADRENERGIC BLOCKING AGENTS,"BETA BLOCKERS, CARDIOSELECTIVE",,,,,,,,,,CARDIOVASCULAR AGENTS,BETA-ADRENERGIC BLOCKING AGENTS,"BETA BLOCKERS, CARDIOSELECTIVE",,,,,,,,,,,,,,,
d00006,CAPTOPRIL,1,40,42,,,,,,,,,,,40,42,,,,,,,,,,,,,,,,,CARDIOVASCULAR AGENTS,ANGIOTENSIN CONVERTING ENZYME (ACE) INHIBITORS,,,,,,,,,,,CARDIOVASCULAR AGENTS,ANGIOTENSIN CONVERTING ENZYME (ACE) INHIBITORS,,,,,,,,,,,,,,,,
d00011,CIPROFLOXACIN,1,1,14,,,,,,,,,,,1,14,,,,,,,,,,,,,,,,,ANTI-INFECTIVES,QUINOLONES,,,,,,,,,,,ANTI-INFECTIVES,QUINOLONES,,,,,,,,,,,,,,,,
d00012,CODEINE,1,57,58,60,122,124,,,,,,,,57,58,60,122,124,,,,,,,,,,,,,,CENTRAL NERVOUS SYSTEM AGENTS,ANALGESICS,NARCOTIC ANALGESICS,RESPIRATORY AGENTS,ANTITUSSIVES,,,,,,,,CENTRAL NERVOUS SYSTEM AGENTS,ANALGESICS,NARCOTIC ANALGESICS,RESPIRATORY AGENTS,ANTITUSSIVES,,,,,,,,,,,,,
d00013,ENALAPRIL,1,40,42,,,,,,,,,,,40,42,,,,,,,,,,,,,,,,,CARDIOVASCULAR AGENTS,ANGIOTENSIN CONVERTING ENZYME (ACE) INHIBITORS,,,,,,,,,,,CARDIOVASCULAR AGENTS,ANGIOTENSIN CONVERTING ENZYME (ACE) INHIBITORS,,,,,,,,,,,,,,,,
d00014,GENTAMICIN,1,1,18,,,,,,,,,,,1,18,,,,,,,,,,,,,,,,,ANTI-INFECTIVES,AMINOGLYCOSIDES,,,,,,,,,,,ANTI-INFECTIVES,AMINOGLYCOSIDES,,,,,,,,,,,,,,,,
d00015,IBUPROFEN,1,57,58,61,,,,,,,,,,57,58,61,,,,,,,,,,,,,,,,CENTRAL NERVOUS SYSTEM AGENTS,ANALGESICS,NONSTEROIDAL ANTI-INFLAMMATORY AGENTS,,,,,,,,,,CENTRAL NERVOUS SYSTEM AGENTS,ANALGESICS,NONSTEROIDAL ANTI-INFLAMMATORY AGENTS,,,,,,,,,,,,,,,
d00016,LABETALOL,1,40,47,275,,,,,,,,,,40,47,275,,,,,,,,,,,,,,,,CARDIOVASCULAR AGENTS,BETA-ADRENERGIC BLOCKING AGENTS,"BETA BLOCKERS, NON-CARDIOSELECTIVE",,,,,,,,,,CARDIOVASCULAR AGENTS,BETA-ADRENERGIC BLOCKING AGENTS,"BETA BLOCKERS, NON-CARDIOSELECTIVE",,,,,,,,,,,,,,,
d00017,MEPERIDINE,1,57,58,60,,,,,,,,,,57,58,60,,,,,,,,,,,,,,,,CENTRAL NERVOUS SYSTEM AGENTS,ANALGESICS,NARCOTIC ANALGESICS,,,,,,,,,,CENTRAL NERVOUS SYSTEM AGENTS,ANALGESICS,NARCOTIC ANALGESICS,,,,,,,,,,,,,,,
d00018,NADOLOL,1,40,47,275,,,,,,,,,,40,47,275,,,,,,,,,,,,,,,,CARDIOVASCULAR AGENTS,BETA-ADRENERGIC BLOCKING AGENTS,"BETA BLOCKERS, NON-CARDIOSELECTIVE",,,,,,,,,,CARDIOVASCULAR AGENTS,BETA-ADRENERGIC BLOCKING AGENTS,"BETA BLOCKERS, NON-CARDIOSELECTIVE",,,,,,,,,,,,,,,
d00019,NAPROXEN,1,57,58,61,,,,,,,,,,57,58,61,,,,,,,,,,,,,,,,CENTRAL NERVOUS SYSTEM AGENTS,ANALGESICS,NONSTEROIDAL ANTI-INFLAMMATORY AGENTS,,,,,,,,,,CENTRAL NERVOUS SYSTEM AGENTS,ANALGESICS,NONSTEROIDAL ANTI-INFLAMMATORY AGENTS,,,,,,,,,,,,,,,
d00020,QUINIDINE,1,40,46,385,,,,,,,,,,40,46,385,,,,,,,,,,,,,,,,CARDIOVASCULAR AGENTS,ANTIARRHYTHMIC AGENTS,GROUP I ANTIARRHYTHMICS,,,,,,,,,,CARDIOVASCULAR AGENTS,ANTIARRHYTHMIC AGENTS,GROUP I ANTIARRHYTHMICS,,,,,,,,,,,,,,,
d00021,RANITIDINE,1,87,94,,,,,,,,,,,87,94,,,,,,,,,,,,,,,,,GASTROINTESTINAL AGENTS,H2 ANTAGONISTS,,,,,,,,,,,GASTROINTESTINAL AGENTS,H2 ANTAGONISTS,,,,,,,,,,,,,,,,
d00022,WARFARIN,1,81,82,262,,,,,,,,,,81,82,262,,,,,,,,,,,,,,,,COAGULATION MODIFIERS,ANTICOAGULANTS,COUMARINS AND INDANEDIONES,,,,,,,,,,COAGULATION MODIFIERS,ANTICOAGULANTS,COUMARINS AND INDANEDIONES,,,,,,,,,,,,,,,
d00023,ALLOPURINOL,1,358,194,,358,289,,,,,,,,358,194,,358,289,,,,,,,,,,,,,,METABOLIC AGENTS,ANTIGOUT AGENTS,,METABOLIC AGENTS,ANTIHYPERURICEMIC AGENTS,,,,,,,,METABOLIC AGENTS,ANTIGOUT AGENTS,,METABOLIC AGENTS,ANTIHYPERURICEMIC AGENTS,,,,,,,,,,,,,
d00024,AZATHIOPRINE,1,105,192,,254,104,445,,,,,,,105,192,,254,104,445,,,,,,,,,,,,,MISCELLANEOUS AGENTS,ANTIRHEUMATICS,,IMMUNOLOGIC AGENTS,IMMUNOSUPPRESSIVE AGENTS,OTHER IMMUNOSUPPRESSANTS,,,,,,,MISCELLANEOUS AGENTS,ANTIRHEUMATICS,,IMMUNOLOGIC AGENTS,IMMUNOSUPPRESSIVE AGENTS,OTHER IMMUNOSUPPRESSANTS,,,,,,,,,,,,
d00025,CHLORAMPHENICOL,1,1,12,,,,,,,,,,,1,12,,,,,,,,,,,,,,,,,ANTI-INFECTIVES,MISCELLANEOUS ANTIBIOTICS,,,,,,,,,,,ANTI-INFECTIVES,MISCELLANEOUS ANTIBIOTICS,,,,,,,,,,,,,,,,
d00026,FENOPROFEN,1,57,58,61,,,,,,,,,,57,58,61,,,,,,,,,,,,,,,,CENTRAL NERVOUS SYSTEM AGENTS,ANALGESICS,NONSTEROIDAL ANTI-INFLAMMATORY AGENTS,,,,,,,,,,CENTRAL NERVOUS SYSTEM AGENTS,ANALGESICS,NONSTEROIDAL ANTI-INFLAMMATORY AGENTS,,,,,,,,,,,,,,,
d00027,HALOPERIDOL,1,242,251,77,,,,,,,,,,242,251,77,,,,,,,,,,,,,,,,PSYCHOTHERAPEUTIC AGENTS,ANTIPSYCHOTICS,MISCELLANEOUS ANTIPSYCHOTIC AGENTS,,,,,,,,,,PSYCHOTHERAPEUTIC AGENTS,ANTIPSYCHOTICS,MISCELLANEOUS ANTIPSYCHOTIC AGENTS,,,,,,,,,,,,,,,
d00028,KETOPROFEN,1,57,58,61,,,,,,,,,,57,58,61,,,,,,,,,,,,,,,,CENTRAL NERVOUS SYSTEM AGENTS,ANALGESICS,NONSTEROIDAL ANTI-INFLAMMATORY AGENTS,,,,,,,,,,CENTRAL NERVOUS SYSTEM AGENTS,ANALGESICS,NONSTEROIDAL ANTI-INFLAMMATORY AGENTS,,,,,,,,,,,,,,,
d00031,PROBENECID,1,358,194,,,,,,,,,,,358,194,,,,,,,,,,,,,,,,,METABOLIC AGENTS,ANTIGOUT AGENTS,,,,,,,,,,,METABOLIC AGENTS,ANTIGOUT AGENTS,,,,,,,,,,,,,,,,
d00032,PROPRANOLOL,1,40,46,386,40,47,275,,,,,,,40,46,386,40,47,275,,,,,,,,,,,,,CARDIOVASCULAR AGENTS,ANTIARRHYTHMIC AGENTS,GROUP II ANTIARRHYTHMICS,CARDIOVASCULAR AGENTS,BETA-ADRENERGIC BLOCKING AGENTS,"BETA BLOCKERS, NON-CARDIOSELECTIVE",,,,,,,CARDIOVASCULAR AGENTS,ANTIARRHYTHMIC AGENTS,GROUP II ANTIARRHYTHMICS,CARDIOVASCULAR AGENTS,BETA-ADRENERGIC BLOCKING AGENTS,"BETA BLOCKERS, NON-CARDIOSELECTIVE",,,,,,,,,,,,
d00033,SULINDAC,1,57,58,61,,,,,,,,,,57,58,61,,,,,,,,,,,,,,,,CENTRAL NERVOUS SYSTEM AGENTS,ANALGESICS,NONSTEROIDAL ANTI-INFLAMMATORY AGENTS,,,,,,,,,,CENTRAL NERVOUS SYSTEM AGENTS,ANALGESICS,NONSTEROIDAL ANTI-INFLAMMATORY AGENTS,,,,,,,,,,,,,,,
d00034,ZIDOVUDINE,1,1,7,176,,,,,,,,,,1,7,176,,,,,,,,,,,,,,,,ANTI-INFECTIVES,ANTIVIRAL AGENTS,NRTIS,,,,,,,,,,ANTI-INFECTIVES,ANTIVIRAL AGENTS,NRTIS,,,,,,,,,,,,,,,
d00035,CHLOROQUINE,1,1,2,,1,5,238,,,,,,,1,2,,1,5,238,,,,,,,,,,,,,ANTI-INFECTIVES,AMEBICIDES,,ANTI-INFECTIVES,ANTIMALARIAL AGENTS,ANTIMALARIAL QUINOLINES,,,,,,,ANTI-INFECTIVES,AMEBICIDES,,ANTI-INFECTIVES,ANTIMALARIAL AGENTS,ANTIMALARIAL QUINOLINES,,,,,,,,,,,,
d00036,CYCLOPHOSPHAMIDE,1,20,21,,,,,,,,,,,20,21,,,,,,,,,,,,,,,,,ANTINEOPLASTICS,ALKYLATING AGENTS,,,,,,,,,,,ANTINEOPLASTICS,ALKYLATING AGENTS,,,,,,,,,,,,,,,,
d00037,DOXYCYCLINE,1,1,5,239,1,16,,,,,,,,1,5,239,1,16,,,,,,,,,,,,,,ANTI-INFECTIVES,ANTIMALARIAL AGENTS,MISCELLANEOUS ANTIMALARIALS,ANTI-INFECTIVES,TETRACYCLINES,,,,,,,,ANTI-INFECTIVES,ANTIMALARIAL AGENTS,MISCELLANEOUS ANTIMALARIALS,ANTI-INFECTIVES,TETRACYCLINES,,,,,,,,,,,,,
d00039,INDOMETHACIN,1,57,58,61,,,,,,,,,,57,58,61,,,,,,,,,,,,,,,,CENTRAL NERVOUS SYSTEM AGENTS,ANALGESICS,NONSTEROIDAL ANTI-INFLAMMATORY AGENTS,,,,,,,,,,CENTRAL NERVOUS SYSTEM AGENTS,ANALGESICS,NONSTEROIDAL ANTI-INFLAMMATORY AGENTS,,,,,,,,,,,,,,,
d00040,OXAZEPAM,1,57,67,69,,,,,,,,,,57,67,69,,,,,,,,,,,,,,,,CENTRAL NERVOUS SYSTEM AGENTS,"ANXIOLYTICS, SEDATIVES, AND HYPNOTICS",BENZODIAZEPINES,,,,,,,,,,CENTRAL NERVOUS SYSTEM AGENTS,"ANXIOLYTICS, SEDATIVES, AND HYPNOTICS",BENZODIAZEPINES,,,,,,,,,,,,,,,
d00041,TETRACYCLINE,1,1,16,,,,,,,,,,,1,16,,,,,,,,,,,,,,,,,ANTI-INFECTIVES,TETRACYCLINES,,,,,,,,,,,ANTI-INFECTIVES,TETRACYCLINES,,,,,,,,,,,,,,,,
d00042,CHLORPROPAMIDE,1,358,99,213,,,,,,,,,,358,99,213,,,,,,,,,,,,,,,,METABOLIC AGENTS,ANTIDIABETIC AGENTS,SULFONYLUREAS,,,,,,,,,,METABOLIC AGENTS,ANTIDIABETIC AGENTS,SULFONYLUREAS,,,,,,,,,,,,,,,
d00043,CLINDAMYCIN,1,1,240,,,,,,,,,,,1,240,,,,,,,,,,,,,,,,,ANTI-INFECTIVES,LINCOMYCIN DERIVATIVES,,,,,,,,,,,ANTI-INFECTIVES,LINCOMYCIN DERIVATIVES,,,,,,,,,,,,,,,,
d00044,CLONIDINE,1,40,44,,,,,,,,,,,40,44,,,,,,,,,,,,,,,,,CARDIOVASCULAR AGENTS,"ANTIADRENERGIC AGENTS, CENTRALLY ACTING",,,,,,,,,,,CARDIOVASCULAR AGENTS,"ANTIADRENERGIC AGENTS, CENTRALLY ACTING",,,,,,,,,,,,,,,,
d00045,DILTIAZEM,1,40,46,388,40,48,,,,,,,,40,46,388,40,48,,,,,,,,,,,,,,CARDIOVASCULAR AGENTS,ANTIARRHYTHMIC AGENTS,GROUP IV ANTIARRHYTHMICS,CARDIOVASCULAR AGENTS,CALCIUM CHANNEL BLOCKING AGENTS,,,,,,,,CARDIOVASCULAR AGENTS,ANTIARRHYTHMIC AGENTS,GROUP IV ANTIARRHYTHMICS,CARDIOVASCULAR AGENTS,CALCIUM CHANNEL BLOCKING AGENTS,,,,,,,,,,,,,
d00046,ERYTHROMYCIN,1,1,11,304,,,,,,,,,,1,11,304,,,,,,,,,,,,,,,,ANTI-INFECTIVES,MACROLIDE DERIVATIVES,MACROLIDES,,,,,,,,,,ANTI-INFECTIVES,MACROLIDE DERIVATIVES,MACROLIDES,,,,,,,,,,,,,,,
d00047,RIFAMPIN,1,1,6,232,,,,,,,,,,1,6,232,,,,,,,,,,,,,,,,ANTI-INFECTIVES,ANTITUBERCULOSIS AGENTS,RIFAMYCIN DERIVATIVES,,,,,,,,,,ANTI-INFECTIVES,ANTITUBERCULOSIS AGENTS,RIFAMYCIN DERIVATIVES,,,,,,,,,,,,,,,
d00048,VERAPAMIL,1,40,46,388,40,48,,,,,,,,40,46,388,40,48,,,,,,,,,,,,,,CARDIOVASCULAR AGENTS,ANTIARRHYTHMIC AGENTS,GROUP IV ANTIARRHYTHMICS,CARDIOVASCULAR AGENTS,CALCIUM CHANNEL BLOCKING AGENTS,,,,,,,,CARDIOVASCULAR AGENTS,ANTIARRHYTHMIC AGENTS,GROUP IV ANTIARRHYTHMICS,CARDIOVASCULAR AGENTS,CALCIUM CHANNEL BLOCKING AGENTS,,,,,,,,,,,,,
d00050,METHADONE,1,57,58,60,,,,,,,,,,57,58,60,,,,,,,,,,,,,,,,CENTRAL NERVOUS SYSTEM AGENTS,ANALGESICS,NARCOTIC ANALGESICS,,,,,,,,,,CENTRAL NERVOUS SYSTEM AGENTS,ANALGESICS,NARCOTIC ANALGESICS,,,,,,,,,,,,,,,
d00051,NIFEDIPINE,1,40,48,,,,,,,,,,,40,48,,,,,,,,,,,,,,,,,CARDIOVASCULAR AGENTS,CALCIUM CHANNEL BLOCKING AGENTS,,,,,,,,,,,CARDIOVASCULAR AGENTS,CALCIUM CHANNEL BLOCKING AGENTS,,,,,,,,,,,,,,,,
d00052,CEFTRIAXONE,1,1,9,161,,,,,,,,,,1,9,161,,,,,,,,,,,,,,,,ANTI-INFECTIVES,CEPHALOSPORINS,THIRD GENERATION CEPHALOSPORINS,,,,,,,,,,ANTI-INFECTIVES,CEPHALOSPORINS,THIRD GENERATION CEPHALOSPORINS,,,,,,,,,,,,,,,
d00053,CEPHRADINE,1,1,9,159,,,,,,,,,,1,9,159,,,,,,,,,,,,,,,,ANTI-INFECTIVES,CEPHALOSPORINS,FIRST GENERATION CEPHALOSPORINS,,,,,,,,,,ANTI-INFECTIVES,CEPHALOSPORINS,FIRST GENERATION CEPHALOSPORINS,,,,,,,,,,,,,,,
d00054,TOLMETIN,1,57,58,61,,,,,,,,,,57,58,61,,,,,,,,,,,,,,,,CENTRAL NERVOUS SYSTEM AGENTS,ANALGESICS,NONSTEROIDAL ANTI-INFLAMMATORY AGENTS,,,,,,,,,,CENTRAL NERVOUS SYSTEM AGENTS,ANALGESICS,NONSTEROIDAL ANTI-INFLAMMATORY AGENTS,,,,,,,,,,,,,,,
d00056,CEFUROXIME,1,1,9,160,,,,,,,,,,1,9,160,,,,,,,,,,,,,,,,ANTI-INFECTIVES,CEPHALOSPORINS,SECOND GENERATION CEPHALOSPORINS,,,,,,,,,,ANTI-INFECTIVES,CEPHALOSPORINS,SECOND GENERATION CEPHALOSPORINS,,,,,,,,,,,,,,,
d00058,CARBAMAZEPINE,1,57,64,311,,,,,,,,,,57,64,311,,,,,,,,,,,,,,,,CENTRAL NERVOUS SYSTEM AGENTS,ANTICONVULSANTS,DIBENZAZEPINE ANTICONVULSANTS,,,,,,,,,,CENTRAL NERVOUS SYSTEM AGENTS,ANTICONVULSANTS,DIBENZAZEPINE ANTICONVULSANTS,,,,,,,,,,,,,,,
d00059,LIDOCAINE,1,40,46,385,105,109,,,,,,,,40,46,385,105,109,,,,,,,,,,,,,,CARDIOVASCULAR AGENTS,ANTIARRHYTHMIC AGENTS,GROUP I ANTIARRHYTHMICS,MISCELLANEOUS AGENTS,LOCAL INJECTABLE ANESTHETICS,,,,,,,,CARDIOVASCULAR AGENTS,ANTIARRHYTHMIC AGENTS,GROUP I ANTIARRHYTHMICS,MISCELLANEOUS AGENTS,LOCAL INJECTABLE ANESTHETICS,,,,,,,,,,,,,
d00060,METHOTREXATE,1,20,23,,105,192,,105,270,,254,104,445,20,23,,105,192,,105,270,,254,104,445,,,,,,,ANTINEOPLASTICS,ANTIMETABOLITES,,MISCELLANEOUS AGENTS,ANTIRHEUMATICS,,MISCELLANEOUS AGENTS,ANTIPSORIATICS,,IMMUNOLOGIC AGENTS,IMMUNOSUPPRESSIVE AGENTS,OTHER IMMUNOSUPPRESSANTS,ANTINEOPLASTICS,ANTIMETABOLITES,,MISCELLANEOUS AGENTS,ANTIRHEUMATICS,,MISCELLANEOUS AGENTS,ANTIPSORIATICS,,IMMUNOLOGIC AGENTS,IMMUNOSUPPRESSIVE AGENTS,OTHER IMMUNOSUPPRESSANTS,,,,,,
d00061,LITHIUM,1,242,504,,,,,,,,,,,242,504,,,,,,,,,,,,,,,,,PSYCHOTHERAPEUTIC AGENTS,ANTIMANIC AGENTS,,,,,,,,,,,PSYCHOTHERAPEUTIC AGENTS,ANTIMANIC AGENTS,,,,,,,,,,,,,,,,
d00064,CHLORPROMAZINE,1,57,65,196,242,251,210,,,,,,,57,65,196,242,251,210,,,,,,,,,,,,,CENTRAL NERVOUS SYSTEM AGENTS,ANTIEMETIC/ANTIVERTIGO AGENTS,PHENOTHIAZINE ANTIEMETICS,PSYCHOTHERAPEUTIC AGENTS,ANTIPSYCHOTICS,PHENOTHIAZINE ANTIPSYCHOTICS,,,,,,,CENTRAL NERVOUS SYSTEM AGENTS,ANTIEMETIC/ANTIVERTIGO AGENTS,PHENOTHIAZINE ANTIEMETICS,PSYCHOTHERAPEUTIC AGENTS,ANTIPSYCHOTICS,PHENOTHIAZINE ANTIPSYCHOTICS,,,,,,,,,,,,
d00068,ETHAMBUTOL,1,1,6,234,,,,,,,,,,1,6,234,,,,,,,,,,,,,,,,ANTI-INFECTIVES,ANTITUBERCULOSIS AGENTS,MISCELLANEOUS ANTITUBERCULOSIS AGENTS,,,,,,,,,,ANTI-INFECTIVES,ANTITUBERCULOSIS AGENTS,MISCELLANEOUS ANTITUBERCULOSIS AGENTS,,,,,,,,,,,,,,,
d00069,TOBRAMYCIN,1,1,18,,122,130,407,,,,,,,1,18,,122,130,407,,,,,,,,,,,,,ANTI-INFECTIVES,AMINOGLYCOSIDES,,RESPIRATORY AGENTS,RESPIRATORY INHALANT PRODUCTS,INHALED ANTI-INFECTIVES,,,,,,,ANTI-INFECTIVES,AMINOGLYCOSIDES,,RESPIRATORY AGENTS,RESPIRATORY INHALANT PRODUCTS,INHALED ANTI-INFECTIVES,,,,,,,,,,,,
d00070,FUROSEMIDE,1,40,49,154,,,,,,,,,,40,49,154,,,,,,,,,,,,,,,,CARDIOVASCULAR AGENTS,DIURETICS,LOOP DIURETICS,,,,,,,,,,CARDIOVASCULAR AGENTS,DIURETICS,LOOP DIURETICS,,,,,,,,,,,,,,,
d00071,FLUCONAZOLE,1,1,4,236,,,,,,,,,,1,4,236,,,,,,,,,,,,,,,,ANTI-INFECTIVES,ANTIFUNGALS,AZOLE ANTIFUNGALS,,,,,,,,,,ANTI-INFECTIVES,ANTIFUNGALS,AZOLE ANTIFUNGALS,,,,,,,,,,,,,,,
d00072,CEFIXIME,1,1,9,161,,,,,,,,,,1,9,161,,,,,,,,,,,,,,,,ANTI-INFECTIVES,CEPHALOSPORINS,THIRD GENERATION CEPHALOSPORINS,,,,,,,,,,ANTI-INFECTIVES,CEPHALOSPORINS,THIRD GENERATION CEPHALOSPORINS,,,,,,,,,,,,,,,
d00073,CEFPROZIL,1,1,9,160,,,,,,,,,,1,9,160,,,,,,,,,,,,,,,,ANTI-INFECTIVES,CEPHALOSPORINS,SECOND GENERATION CEPHALOSPORINS,,,,,,,,,,ANTI-INFECTIVES,CEPHALOSPORINS,SECOND GENERATION CEPHALOSPORINS,,,,,,,,,,,,,,,
d00074,CEFOPERAZONE,1,1,9,161,,,,,,,,,,1,9,161,,,,,,,,,,,,,,,,ANTI-INFECTIVES,CEPHALOSPORINS,THIRD GENERATION CEPHALOSPORINS,,,,,,,,,,ANTI-INFECTIVES,CEPHALOSPORINS,THIRD GENERATION CEPHALOSPORINS,,,,,,,,,,,,,,,
